2 sheet,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
8232,Polycab 1.5 Sq.mm PVC Insulated Single Core Unsheathed industrial Multistrand Cables Yellow Wire 90 Mtr,Polycab,Industrial Wires & Cables,Wires,Etira Single Core,Etira Flame Retardant,,,,2495,1696.6,Meter,( 1 Pack 0f 90 Mtr ),1,Polycab 1.5 Sq.mm PVC Insulated Single Core Unsheathed industrial Multistrand Cables Yellow Wire,1721211817-Product-Screenshot 2024-07-17 155328.png,,,,,Size,1.5 Sq.mm,Core,1 Core,Type,Primma Flame Retardant Lead Free Wires,Packing,90 Meter Coil,Unit,Coil,Voltage,1100 Volts,Material,Copper Conductor,Colour,Yellow,,,,,,,1721211789-Product-Screenshot 2024-07-17 155254.png,3347379748-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,
8233,Polycab 2.5 Sq.mm PVC Insulated Single Core Unsheathed industrial Multistrand Cables Yellow Wire 90 Mtr,Polycab,Industrial Wires & Cables,Wires,Etira Single Core,Etira Flame Retardant,,,,3980,2706.4,Meter,( 1 Pack 0f 90 Mtr ),1,Polycab 2.5 Sq.mm PVC Insulated Single Core Unsheathed industrial Multistrand Cables Yellow Wire,1721211817-Product-Screenshot 2024-07-17 155328.png,,,,,Size,2.5 Sq.mm,Core,1 Core,Type,Primma Flame Retardant Lead Free Wires,Packing,90 Meter Coil,Unit,Coil,Voltage,1100 Volts,Material,Copper Conductor,Colour,Yellow,,,,,,,1721211789-Product-Screenshot 2024-07-17 155254.png,6928249617-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,
8234,Polycab 4 Sq.mm PVC Insulated Single Core Unsheathed industrial Multistrand Cables Yellow Wire 90 Mtr,Polycab,Industrial Wires & Cables,Wires,Etira Single Core,Etira Flame Retardant,,,,5950,4046,Meter,( 1 Pack 0f 90 Mtr ),1,Polycab 4 Sq.mm PVC Insulated Single Core Unsheathed industrial Multistrand Cables Yellow Wire,1721211817-Product-Screenshot 2024-07-17 155328.png,,,,,Size,4 Sq.mm,Core,1 Core,Type,Primma Flame Retardant Lead Free Wires,Packing,90 Meter Coil,Unit,Coil,Voltage,1100 Volts,Material,Copper Conductor,Colour,Yellow,,,,,,,1721211789-Product-Screenshot 2024-07-17 155254.png,8441982982-Polycab-4-Sq.,,18%,,,,,,,,,1,1-2 Days,
8235,Polycab 6 Sq.mm PVC Insulated Single Core Unsheathed industrial Multistrand Cables Yellow Wire 90 Mtr,Polycab,Industrial Wires & Cables,Wires,Etira Single Core,Etira Flame Retardant,,,,9125,6205,Meter,( 1 Pack 0f 90 Mtr ),1,Polycab 6 Sq.mm PVC Insulated Single Core Unsheathed industrial Multistrand Cables Yellow Wire,1721211817-Product-Screenshot 2024-07-17 155328.png,,,,,Size,6 Sq.mm,Core,1 Core,Type,Primma Flame Retardant Lead Free Wires,Packing,90 Meter Coil,Unit,Coil,Voltage,1100 Volts,Material,Copper Conductor,Colour,Yellow,,,,,,,1721211789-Product-Screenshot 2024-07-17 155254.png,3269715046-Polycab-6-Sq.,,18%,,,,,,,,,1,1-2 Days,
8337,Polycab 16 Sq.mm. X 1 Core Copper Armoured Stranded Multicore Conductor PVC Power Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,1 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,76300,28231,Meter,(1 Pack of 100 Mtr),1,Polycab 16 Sq.mm. 1 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,1 Core,Size,16 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,8686000688-Polycab-16-Sq,,18%,,,,,,,,,1,1-2 Days,
8338,Polycab 4 Sq.mm. X 2 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,2 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,39200,14504,Meter,(1 Pack of 100 Mtr),1,Polycab 4 Sq.mm. 2 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,2 Core,Size,4 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,4259171270-Polycab-4-Sq.,,18%,,,,,,,,,1,1-2 Days,
8339,Polycab 6 Sq.mm. X 2 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,2 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,53600,19832,Meter,(1 Pack of 100 Mtr),1,Polycab 6 Sq.mm. 2 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,2 Core,Size,6 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,8076050805-Polycab-6-Sq.,,18%,,,,,,,,,1,1-2 Days,
8340,Polycab 10 Sq.mm. X 2 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,2 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,85600,31672,Meter,(1 Pack of 100 Mtr),1,Polycab 10 Sq.mm. 2 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,2 Core,Size,10 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,4519982796-Polycab-10-Sq,,18%,,,,,,,,,1,1-2 Days,
8341,Polycab 16 Sq.mm. X 2 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 50 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,2 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,62500,23125,Meter,(1 Pack of 50 Mtr),1,Polycab 16 Sq.mm. 2 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,2 Core,Size,16 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,5410473318-Polycab-16-Sq,,18%,,,,,,,,,1,1-2 Days,
8342,Polycab 4 Sq.mm. X 3 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,3 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,52500,19425,Meter,(1 Pack of 100 Mtr),1,Polycab 4 Sq.mm. 3 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,3 Core,Size,4 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,4884346058-Polycab-4-Sq.,,18%,,,,,,,,,1,1-2 Days,
8343,Polycab 6 Sq.mm. X 3 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,3 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,74000,27380,Meter,(1 Pack of 100 Mtr),1,Polycab 6 Sq.mm. 3 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,3 Core,Size,6 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,9118394936-Polycab-6-Sq.,,18%,,,,,,,,,1,1-2 Days,
8344,Polycab 10 Sq.mm. X 3 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 50 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,3 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,58750,21737.5,Meter,(1 Pack of 50 Mtr),1,Polycab 10 Sq.mm. 3 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,3 Core,Size,10 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,2009389155-Polycab-10-Sq,,18%,,,,,,,,,1,1-2 Days,
8345,Polycab 16 Sq.mm. X 3 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 50 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,3 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,91900,34003,Meter,(1 Pack of 50 Mtr),1,Polycab 16 Sq.mm. 3 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,3 Core,Size,16 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,1757867480-Polycab-16-Sq,,18%,,,,,,,,,1,1-2 Days,
8346,Polycab 4 Sq.mm. X 4 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,4 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,67200,24864,Meter,(1 Pack of 100 Mtr),1,Polycab 4 Sq.mm. 4 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,4 Core,Size,4 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,7157827417-Polycab-4-Sq.,,18%,,,,,,,,,1,1-2 Days,
8347,Polycab 6 Sq.mm. X 4 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,4 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,95000,35150,Meter,(1 Pack of 100 Mtr),1,Polycab 6 Sq.mm. 4 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,4 Core,Size,6 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,6426427952-Polycab-6-Sq.,,18%,,,,,,,,,1,1-2 Days,
8348,Polycab 10 Sq.mm. X 4 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 20 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,4 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,30760,11381.2,Meter,(1 Pack of 20 Mtr),1,Polycab 10 Sq.mm. 4 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,4 Core,Size,10 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,3295908911-Polycab-10-Sq,,18%,,,,,,,,,1,1-2 Days,
8349,Polycab 16 Sq.mm. X 4 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 20 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,4 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,47420,17545.4,Meter,(1 Pack of 20 Mtr),1,Polycab 16 Sq.mm. 4 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,4 Core,Size,16 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,2866390863-Polycab-16-Sq,,18%,,,,,,,,,1,1-2 Days,
8350,Polycab 4 Sq.mm. X 5 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,5 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,94500,34965,Meter,(1 Pack of 100 Mtr),1,Polycab 4 Sq.mm. 5 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,5 Core,Size,4 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,9250807138-Polycab-4-Sq.,,18%,,,,,,,,,1,1-2 Days,
8351,Polycab 6 Sq.mm. X 5 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 20 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,5 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,25420,9405.4,Meter,(1 Pack of 20 Mtr),1,Polycab 6 Sq.mm. 5 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,5 Core,Size,6 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,6441343909-Polycab-6-Sq.,,18%,,,,,,,,,1,1-2 Days,
8352,Polycab 10 Sq.mm. X 5 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 20 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,5 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,41800,15466,Meter,(1 Pack of 20 Mtr),1,Polycab 10 Sq.mm. 5 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,5 Core,Size,10 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,3275669702-Polycab-10-Sq,,18%,,,,,,,,,1,1-2 Days,
8353,Polycab 16 Sq.mm. X 5 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 20 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,5 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,57340,21215.8,Meter,(1 Pack of 20 Mtr),1,Polycab 16 Sq.mm. 5 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,5 Core,Size,16 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,9564432523-Polycab-16-Sq,,18%,,,,,,,,,1,1-2 Days,
8354,Polycab 4 Sq.mm. X 6 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 20 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,6 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,22680,8391.6,Meter,(1 Pack of 20 Mtr),1,Polycab 4 Sq.mm. 6 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,6 Core,Size,4 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,2730690586-Polycab-4-Sq.,,18%,,,,,,,,,1,1-2 Days,
8355,Polycab 6 Sq.mm. X 6 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 20 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,6 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,31080,11499.6,Meter,(1 Pack of 20 Mtr),1,Polycab 6 Sq.mm. 6 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,6 Core,Size,6 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,3419348994-Polycab-6-Sq.,,18%,,,,,,,,,1,1-2 Days,
8356,Polycab 4 Sq.mm. X 7 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 20 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,7 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,26260,9716.2,Meter,(1 Pack of 20 Mtr),1,Polycab 4 Sq.mm. 7 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,7 Core,Size,4 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,5205892779-Polycab-4-Sq.,,18%,,,,,,,,,1,1-2 Days,
8357,Polycab 6 Sq.mm. X 7 Core Copper Armoured Stranded Conductor PVC Power Cable (1 Pack of 20 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured,7 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,35700,13209,Meter,(1 Pack of 20 Mtr),1,Polycab 6 Sq.mm. 7 Core Copper Armoured Stranded Conductor PVC Power Cable,,,,,,Type of Core,7 Core,Size,6 Sq.mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,9257875711-Polycab-6-Sq.,,18%,,,,,,,,,1,1-2 Days,
8358,Polycab 1.50 Sq.mm. X 2 Core LT Copper Armoured Control FRLSH Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured Control Cable,2 Core LT Copper Armoured Control FRLSH Cable,,,,20500,7585,Meter,(1 Pack of 100 Mtr),1,Polycab 1.50 Sq.mm. X 2 Core LT Copper Armoured Control FRLSH Cable,,,,,,Type of Core,2 Core,Size,1.5 Sq. mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,7513915286-Polycab-1.50,,18%,,,,,,,,,1,1-2 Days,
8359,Polycab 1.50 Sq.mm. X 3 Core LT Copper Armoured Control FRLSH Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured Control Cable,3 Core LT Copper Armoured Control FRLSH Cable,,,,25500,9435,Meter,(1 Pack of 100 Mtr),1,Polycab 1.50 Sq.mm. X 3 Core LT Copper Armoured Control FRLSH Cable,,,,,,Type of Core,3 Core,Size,1.5 Sq. mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,2863436351-Polycab-1.50,,18%,,,,,,,,,1,1-2 Days,
8360,Polycab 1.50 Sq.mm. X 4 Core LT Copper Armoured Control FRLSH Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured Control Cable,4 Core LT Copper Armoured Control FRLSH Cable,,,,31500,11655,Meter,(1 Pack of 100 Mtr),1,Polycab 1.50 Sq.mm. X 4 Core LT Copper Armoured Control FRLSH Cable,,,,,,Type of Core,4 Core,Size,1.5 Sq. mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,6330621722-Polycab-1.50,,18%,,,,,,,,,1,1-2 Days,
8361,Polycab 1.50 Sq.mm. X 5 Core LT Copper Armoured Control FRLSH Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured Control Cable,5 Core LT Copper Armoured Control FRLSH Cable,,,,37800,13986,Meter,(1 Pack of 100 Mtr),1,Polycab 1.50 Sq.mm. X 5 Core LT Copper Armoured Control FRLSH Cable,,,,,,Type of Core,5 Core,Size,1.5 Sq. mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,9475653931-Polycab-1.50,,18%,,,,,,,,,1,1-2 Days,
8362,Polycab 1.50 Sq.mm. X 6 Core LT Copper Armoured Control FRLSH Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured Control Cable,6 Core LT Copper Armoured Control FRLSH Cable,,,,44200,16354,Meter,(1 Pack of 100 Mtr),1,Polycab 1.50 Sq.mm. X 6 Core LT Copper Armoured Control FRLSH Cable,,,,,,Type of Core,6 Core,Size,1.5 Sq. mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,1581001963-Polycab-1.50,,18%,,,,,,,,,1,1-2 Days,
8363,Polycab 1.50 Sq.mm. X 7 Core LT Copper Armoured Control FRLSH Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured Control Cable,7 Core LT Copper Armoured Control FRLSH Cable,,,,49400,18278,Meter,(1 Pack of 100 Mtr),1,Polycab 1.50 Sq.mm. X 7 Core LT Copper Armoured Control FRLSH Cable,,,,,,Type of Core,7 Core,Size,1.5 Sq. mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,4107174534-Polycab-1.50,,18%,,,,,,,,,1,1-2 Days,
8364,Polycab 1.50 Sq.mm. X 8 Core LT Copper Armoured Control FRLSH Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured Control Cable,8 Core LT Copper Armoured Control FRLSH Cable,,,,63600,23532,Meter,(1 Pack of 100 Mtr),1,Polycab 1.50 Sq.mm. X 8 Core LT Copper Armoured Control FRLSH Cable,,,,,,Type of Core,8 Core,Size,1.5 Sq. mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,3684395745-Polycab-1.50,,18%,,,,,,,,,1,1-2 Days,
8365,Polycab 1.50 Sq.mm. X 10 Core LT Copper Armoured Control FRLSH Cable (1 Pack of 50 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured Control Cable,10 Core LT Copper Armoured Control FRLSH Cable,,,,35950,13301.5,Meter,(1 Pack of 50 Mtr),1,Polycab 1.50 Sq.mm. X 10 Core LT Copper Armoured Control FRLSH Cable,,,,,,Type of Core,10 Core,Size,1.5 Sq. mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,7786649911-Polycab-1.50,,18%,,,,,,,,,1,1-2 Days,
8366,Polycab 1.50 Sq.mm. X 12 Core LT Copper Armoured Control FRLSH Cable (1 Pack of 50 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured Control Cable,12 Core LT Copper Armoured Control FRLSH Cable,,,,39400,14578,Meter,(1 Pack of 50 Mtr),1,Polycab 1.50 Sq.mm. X 12 Core LT Copper Armoured Control FRLSH Cable,,,,,,Type of Core,12 Core,Size,1.5 Sq. mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,7584893191-Polycab-1.50,,18%,,,,,,,,,1,1-2 Days,
8367,Polycab 2.50 Sq.mm. X 2 Core LT Copper Armoured Control FRLSH Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured Control Cable,2 Core LT Copper Armoured Control FRLSH Cable,,,,28900,10693,Meter,(1 Pack of 100 Mtr),1,Polycab 2.50 Sq.mm. X 2 Core LT Copper Armoured Control FRLSH Cable,,,,,,Type of Core,2 Core,Size,2.5 Sq. mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,5657609240-Polycab-2.50,,18%,,,,,,,,,1,1-2 Days,
8368,Polycab 2.50 Sq.mm. X 3 Core LT Copper Armoured Control FRLSH Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured Control Cable,3 Core LT Copper Armoured Control FRLSH Cable,,,,37300,13801,Meter,(1 Pack of 100 Mtr),1,Polycab 2.50 Sq.mm. X 3 Core LT Copper Armoured Control FRLSH Cable,,,,,,Type of Core,3 Core,Size,2.5 Sq. mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,5194725726-Polycab-2.50,,18%,,,,,,,,,1,1-2 Days,
8369,Polycab 2.50 Sq.mm. X 4 Core LT Copper Armoured Control FRLSH Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured Control Cable,4 Core LT Copper Armoured Control FRLSH Cable,,,,46700,17279,Meter,(1 Pack of 100 Mtr),1,Polycab 2.50 Sq.mm. X 4 Core LT Copper Armoured Control FRLSH Cable,,,,,,Type of Core,4 Core,Size,2.5 Sq. mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,5285618223-Polycab-2.50,,18%,,,,,,,,,1,1-2 Days,
8370,Polycab 2.50 Sq.mm. X 5 Core LT Copper Armoured Control FRLSH Cable (1 Pack of 100 Mtr),Polycab,Industrial Wires & Cables,Cables,Copper Armoured Control Cable,5 Core LT Copper Armoured Control FRLSH Cable,,,,55700,20609,Meter,(1 Pack of 100 Mtr),1,Polycab 2.50 Sq.mm. X 5 Core LT Copper Armoured Control FRLSH Cable,,,,,,Type of Core,5 Core,Size,2.5 Sq. mm.,Conductor,Plain Annealed Copper Stranded Circular,Armouring,Galvanised Steel,Type of Armouring,Round Wire,Voltage,1100 Volts,,,,,,,,,,,1721294885-Product-Screen Sht Image Polycab.PNG,6946444115-Polycab-2.50,,18%,,,,,,,,,1,1-2 Days,
